ProjectId,ProjectName_june,SectorName_june,StateName_june,LineMinistry_june,COMPANYNAME_june,AgencyId_june,AgencyName_june,OriginalCost_june,RevisedCost_june,RevisedCostReason_june,Expenditure_june,SanctionDate_june,CreationDate_june,StartDate_june,OriginalEndDate_june,RevisedDate_june,RevisedDateReason_june,DELAYED_TIME_june,COST_OVERRUN_PERC_june,COST_OVERRUN_june,COR_PERC_june,TOR_PERC_june,PhysicalProgress_june,OnboardingDelay_june,Remarks_june,ProjectName_july,SectorName_july,StateName_july,LineMinistry_july,COMPANYNAME_july,AgencyId_july,AgencyName_july,OriginalCost_july,RevisedCost_july,RevisedCostReason_july,Expenditure_july,SanctionDate_july,CreationDate_july,StartDate_july,OriginalEndDate_july,RevisedDate_july,RevisedDateReason_july,DELAYED_TIME_july,COST_OVERRUN_PERC_july,COST_OVERRUN_july,COR_PERC_july,TOR_PERC_july,PhysicalProgress_july,OnboardingDelay_july,Remarks_july,physical_progress,original_cost,revised_cost,expenditure,cost_overrun,cost_overrun_perc,cost_ratio,expenditure_rate,months_since_sanction,months_to_anticipated_completion,execution_velocity,monsoon_overlap,SectorName_june_freq,LineMinistry_june_freq,COMPANYNAME_june_freq,predictive_risk_index,observed_velocity,required_velocity,recoverability_score
618398,Up-gradation to 2-lane with Paved Shoulder from Km 20.300  to Km 29.030 of 8.730 Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,211,,,190.26,14/07/2020,,,01/04/2022,30/06/2026,,0.0,0,0,,,97,0,,Up-gradation to 2-lane with Paved Shoulder from Km 20.300  to Km 29.030 of 8.730 Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,211,,,190.27,14/07/2020,,,01/04/2022,30/06/2026,,0,0,0,,,97,0,,97.0,211.0,211.0,190.26,0.0,0.0,1.0,0.9017061611374407,71.51773981603154,1.0,1.3563068442811208,0.0,0.569284064665127,0.569284064665127,0.09064665127020785,6.783953506754556,0.0,3.0,0.0
618049,Up-gradation to 2/4 lane with paved shoulder configuration of NH-652 from Tuljapur Naldurg-Akkalkot road Chainage from Km. 00.000 to km 30.982 in the State of Maharashtra on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,183,,,64.87,14/03/2024,,,08/07/2026,30/08/2026,,0.0,0,0,,,98,0,,Up-gradation to 2/4 lane with paved shoulder configuration of NH-652 from Tuljapur Naldurg-Akkalkot road Chainage from Km. 00.000 to km 30.982 in the State of Maharashtra on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,183,,,64.95,14/03/2024,,,08/07/2026,30/08/2026,,0,0,0,,,98,0,,98.0,183.0,183.0,64.87,0.0,0.0,1.0,0.3544808743169399,27.529566360052563,2.0039421813403417,3.5598090692124105,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,7.303280259112693,0.0,0.9980327868852459,0.0
618406,Up-gradation to 4-lane with Paved Shoulder of Jammu-Akhnoor road section of NH-144A from Ganesh Vihar Km 6.000 to Khati Chowk Km 26.350 in UT of Jammu and Kashmir on EPC basis Pkg-3A,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,322,,,388.64,14/03/2018,,,11/07/2021,30/11/2026,,0.0,0,0,,,92,0,,Up-gradation to 4-lane with Paved Shoulder of Jammu-Akhnoor road section of NH-144A from Ganesh Vihar Km 6.000 to Khati Chowk Km 26.350 in UT of Jammu and Kashmir on EPC basis Pkg-3A,Roads & Highways,,Ministry of Road Transport & Highways,NHIDCL,0,,322,,,398.19,14/03/2018,,,11/07/2021,30/11/2026,,0,0,0,,,92,0,,92.0,322.0,322.0,388.64,0.0,0.0,1.0,1.2069565217391305,99.5400788436268,5.026281208935611,0.9242508250825083,3.0,0.569284064665127,0.569284064665127,0.09064665127020785,6.975012941347606,0.0,1.5916339869281046,0.0
618766,Up-gradation to Four Lane with Paved Shoulder configuration of the highway starting from existing km 88.400 Savali Vihir to km 163.400 start of Ahmednagar bypass Design Length  75.000 km section of NH-160 in the State of Maharashtra under Bharatmala Pariyojana on EPC Mode,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,862,617.93,,298.23,28/10/2024,,,29/04/2027,29/04/2027,,0.0,0,0,,,49,0,,Up-gradation to Four Lane with Paved Shoulder configuration of the highway starting from existing km 88.400 Savali Vihir to km 163.400 start of Ahmednagar bypass Design Length  75.000 km section of NH-160 in the State of Maharashtra under Bharatmala Pariyojana on EPC Mode,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,862,617.93,,298.45,28/10/2024,,,29/04/2027,29/04/2027,,0,0,0,,,49,0,,49.0,862.0,617.93,298.23,0.0,0.0,0.7168561484918793,0.48262748207725803,20.039421813403415,9.95400788436268,2.4451803278688526,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,4.649230218320549,0.0,5.123564356435644,0.0
618024,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-Ferozepur-Muktsar-Malaut from Km 201.500 to Km 212.500 & Km 229.690 to Km 269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690 excluding Km 218.500 to 223.690 of NH-354 on EPC Mode in the State of Punjab. Job No. NH-354-PB-2020-21-532,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,263,,,0.0,12/03/2021,,,15/04/2025,30/09/2026,,0.0,0,0,,,83,0,,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-Ferozepur-Muktsar-Malaut from Km 201.500 to Km 212.500 & Km 229.690 to Km 269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690 excluding Km 218.500 to 223.690 of NH-354 on EPC Mode in the State of Punjab. Job No. NH-354-PB-2020-21-532,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,263,,,0.0,12/03/2021,,,15/04/2025,30/09/2026,,0,0,0,,,83,0,,83.0,263.0,263.0,0.0,0.0,0.0,1.0,0.0,63.60052562417871,3.0223390275952693,1.305020661157025,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,27.46826914097512,0.0,5.624782608695653,0.0
617971,Up-gradation to Two/Four lane with paved shoulder Configuration of Kondagaon- Narayanpur from design ch. 0.00 - 48.693   Design Length    47.493 Km. 1.20 Km. retained    on NH-130D under EPC mode in the State Chhattisgarh.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,322,,,1.14,29/12/2022,,,16/03/2027,16/03/2027,,0.0,0,0,,,70,0,,Up-gradation to Two/Four lane with paved shoulder Configuration of Kondagaon- Narayanpur from design ch. 0.00 - 48.693   Design Length    47.493 Km. 1.20 Km. retained    on NH-130D under EPC mode in the State Chhattisgarh.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,322,,,1.14,29/12/2022,,,16/03/2027,16/03/2027,,0,0,0,,,70,0,,70.0,322.0,322.0,1.14,0.0,0.0,1.0,0.003540372670807453,42.01708278580814,8.508541392904073,1.6659890539483975,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,5.387224073089462,0.0,3.525868725868726,0.0
618022,Upgradation  to two lane with paved Shoulder Configuaration from Km. 0/00 to 47/000 of NH 351    Mahuva  to Badhada section    in the State of Gujarat,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,173,219.08,,22.63,06/12/2022,,,22/08/2025,31/12/2026,,0.0,0,0,,,74,0,,Upgradation  to two lane with paved Shoulder Configuaration from Km. 0/00 to 47/000 of NH 351    Mahuva  to Badhada section    in the State of Gujarat,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,173,219.08,,22.63,06/12/2022,,,22/08/2025,31/12/2026,,0,0,0,,,77,0,,74.0,173.0,219.08,22.63,0.0,0.0,1.2663583815028903,0.10329559978090194,42.77266754270696,6.044678055190539,1.7300768049155146,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,6.169136009887091,3.0,4.301304347826087,69.74628525219853
618511,Upgradation & rehabilitation of Service Roads on both sides in urban areas of Pune City on PuneSatara section of NH48,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,605,388.78,,66.29,12/01/2025,,,16/06/2027,16/06/2027,,0.0,0,0,,,23,0,,Upgradation & rehabilitation of Service Roads on both sides in urban areas of Pune City on PuneSatara section of NH48,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,605,388.78,,66.39,12/01/2025,,,16/06/2027,16/06/2027,,0,0,0,,,24,0,,23.0,605.0,388.78,66.29,0.0,0.0,0.6426115702479338,0.170507742167807,17.542706964520367,11.530880420499342,1.3110861423220974,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,4.2124658170655245,1.0,6.677720797720799,14.975169377271872
618019,Upgradation & widening of Jharkheda- Berasia - Dholkhedi from design km 0000 to km 87900 Design length 87.90km of NH-346 including 3 nos. bypasses of 13.10 Km in the State of Madhya Pradesh under EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,365,,,0.0,15/03/2022,,,19/05/2025,30/09/2026,,0.0,0,0,,,89,0,,Upgradation & widening of Jharkheda- Berasia - Dholkhedi from design km 0000 to km 87900 Design length 87.90km of NH-346 including 3 nos. bypasses of 13.10 Km in the State of Madhya Pradesh under EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,365,,,200.67,15/03/2022,,,19/05/2025,30/09/2026,,0,0,0,,,91,0,,89.0,365.0,365.0,0.0,0.0,0.0,1.0,0.0,51.51116951379763,3.0223390275952693,1.727780612244898,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,19.512917920733496,2.0,3.6395652173913047,54.95161868355035
619155,Upgradation and 4L of Haridwar Bypass from Km 0.000 Km 188.100 of NH-58 to Km. 15.100 Km 5.100 of NH 74 PKg-1,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,1603,1423.89,,770.27,22/11/2021,,,29/10/2024,30/11/2026,,0.0,0,0,,,80,0,,Upgradation and 4L of Haridwar Bypass from Km 0.000 Km 188.100 of NH-58 to Km. 15.100 Km 5.100 of NH 74 PKg-1,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,1603,1423.89,,770.27,22/11/2021,,,29/10/2024,30/11/2026,,0,0,0,,,80,0,,80.0,1603.0,1423.89,770.27,0.0,0.0,0.8882657517155335,0.540961731594435,55.22339027595269,5.026281208935611,1.448661511005354,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,22.11616962689425,0.0,3.9790849673202615,0.0
618043,Upgradation and reconstruction of Dindori - Mandla Section of NH 543 from Km 77100 Design to Km 170580 Design Total length 93.48km to Two lane with paved shoulder configuration along with One time improvement in 04 nos of bypassed built-up areas in a total length of 7.23 km in the state of Madhya Pradesh on EPC mode,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,492,523.71,,0.0,28/03/2022,,,28/07/2026,30/09/2026,,0.0,0,0,,,88,0,,Upgradation and reconstruction of Dindori - Mandla Section of NH 543 from Km 77100 Design to Km 170580 Design Total length 93.48km to Two lane with paved shoulder configuration along with One time improvement in 04 nos of bypassed built-up areas in a total length of 7.23 km in the state of Madhya Pradesh on EPC mode,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,492,523.71,,0.0,28/03/2022,,,28/07/2026,30/09/2026,,0,0,0,,,88,0,,88.0,492.0,523.71,0.0,0.0,0.0,1.0644512195121951,0.0,51.08409986859395,3.0223390275952693,1.7226495176848875,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,25.70907413519305,0.0,3.9704347826086956,0.0
618036,Upgradation and reconstruction of existing intermediate lane to two Lane with paved shoulder configuration from km. 43.00 Barna River to km. 77.00 ken river length 34.00 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. along with One time improvement in 01 no. of bypassed built-up area in a total length of 1.585 km in the state of Madhya Pradesh on EPCmode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,316,,,0.0,24/03/2023,,,25/11/2026,31/03/2027,,0.0,0,0,,,40,0,,Upgradation and reconstruction of existing intermediate lane to two Lane with paved shoulder configuration from km. 43.00 Barna River to km. 77.00 ken river length 34.00 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. along with One time improvement in 01 no. of bypassed built-up area in a total length of 1.585 km in the state of Madhya Pradesh on EPCmode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,316,,,0.0,24/03/2023,,,25/11/2026,31/03/2027,,0,0,0,,,43,0,,40.0,316.0,316.0,0.0,0.0,0.0,1.0,0.0,39.22470433639947,9.00131406044678,1.0197654941373535,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,5.211849411246599,3.0,6.665693430656934,45.006570302233904
617914,Upgradation and reconstruction of Shahpura-Dindori Section of NH 45 from Km 103.700 Design to Km 164.580 Design including 3 bypasses Total length 60.88km to Two lane with paved shoulder configuration along with One time improvement in 03 nos of bypassed built-up areas in a total length of 12.341 km in the State of Madhya Pradesh on EPC mode,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,241,250.09,,0.0,14/03/2022,,,11/12/2025,30/06/2027,,0.0,0,0,,,33,0,,Upgradation and reconstruction of Shahpura-Dindori Section of NH 45 from Km 103.700 Design to Km 164.580 Design including 3 bypasses Total length 60.88km to Two lane with paved shoulder configuration along with One time improvement in 03 nos of bypassed built-up areas in a total length of 12.341 km in the State of Madhya Pradesh on EPC mode,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,241,250.09,,50.78,14/03/2022,,,11/12/2025,30/06/2027,,0,0,0,,,41,0,,33.0,241.0,250.09,0.0,0.0,0.0,1.0377178423236515,0.0,51.544021024967144,11.990801576872535,0.6402294455066923,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,7.121623838323152,8.0,5.587616438356165,100.0
618967,Upgradation and Strengthening of Chenani to Nashri Section via Patnitop of NH244 from Km 0.000 to Km 39.100,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,295,295.06,,176.11,06/03/2024,,,05/08/2026,31/03/2027,,0.0,0,0,,,64,0,,Upgradation and Strengthening of Chenani to Nashri Section via Patnitop of NH244 from Km 0.000 to Km 39.100,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,295,295.06,,176.25,06/03/2024,,,05/08/2026,31/03/2027,,0,0,0,,,65,0,,64.0,295.0,295.06,176.11,0.0,0.0,1.0002033898305085,0.596861655256558,27.792378449408673,9.00131406044678,2.302789598108747,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,4.528228286295845,1.0,3.9994160583941607,25.003650167907722
618754,Upgradation of 2L/4L with Paved Shoulder of Shirwal-Lonand Section from KM 159900 To KM 188025 of NH-965DD Section I and 2L With Paved Shoulder of Lonand-Satara Section from KM 51500 To KM 96246 Of NH-965D Section II in Satara District in the State of Maharashtra on EPC Mode under NHO- ,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,538,307.24,,160.27,06/03/2025,,,20/06/2027,20/06/2027,,0.0,0,0,,,41,0,,Upgradation of 2L/4L with Paved Shoulder of Shirwal-Lonand Section from KM 159900 To KM 188025 of NH-965DD Section I and 2L With Paved Shoulder of Lonand-Satara Section from KM 51500 To KM 96246 Of NH-965D Section II in Satara District in the State of Maharashtra on EPC Mode under NHO- ,Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,538,307.24,,160.77,06/03/2025,,,20/06/2027,20/06/2027,,0,0,0,,,44,0,,41.0,538.0,307.24,160.27,0.0,0.0,0.5710780669144981,0.521644317146205,15.801576872536137,11.662286465177397,2.594677754677755,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,4.05409078013199,3.0,5.0590422535211275,59.29976168734269
619270,"Upgradation of 6 laned Jaipur- Kishangarh section of NH-48 from km 274100 to 363885 involving construction of flyovers and Service road in Rajasthan On Engineering, Procurement & Construction EPC Mode",Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,911,,,0.0,13/03/2026,,,08/01/2029,,,0.0,0,0,,,0,0,,"Upgradation of 6 laned Jaipur- Kishangarh section of NH-48 from km 274100 to 363885 involving construction of flyovers and Service road in Rajasthan On Engineering, Procurement & Construction EPC Mode",Roads & Highways,,Ministry of Road Transport & Highways,NHAI,0,,911,,,0.0,13/03/2026,,,08/01/2029,01/08/2028,,0,0,0,,,0,0,,0.0,911.0,911.0,0.0,0.0,0.0,1.0,0.0,3.5808147174770038,30.321944809461232,0.0,3.0,0.569284064665127,0.569284064665127,0.2984988452655889,4.592033916592161,0.0,3.297941495124594,0.0
618016,"Upgradation of Ambikapur  Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,397,,,56.95,24/03/2022,,,26/05/2027,26/05/2027,,0.0,0,0,,,26,0,,"Upgradation of Ambikapur  Ramanujganj - Garhwa Road NH 343 of Package-I, Rajpuri Khurd Village to Padih Village section from existing km 7.830 to km 57.650 Design Ch. 13.700 to Ch. 62.700 of total length 49.00 km to two lane with paved shoulders under EPC mode in the state of Chhattisgarh",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,397,,,76.67,24/03/2022,,,26/05/2027,26/05/2027,,0,0,0,,,28,0,,26.0,397.0,397.0,56.95,0.0,0.0,1.0,0.14345088161209069,51.21550591327201,10.840998685939553,0.5076587556125721,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,5.928851572769984,2.0,6.825939393939394,29.299996448485278
618014,"Upgradation of Ambikapur-Ramanujganj-Garwa road of NH-343, Package-III, Badki mahri village to Ramanujganj section from existing km 80.600 to km 110.330 Design Ch. 85.370 to Ch. 114.800 of total length 29.430 km to two lane with paved shoulders udner corridor scheme under EPC Mode in the of Chhattisgarh",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,199,,,52.96,24/03/2022,,,31/10/2026,31/10/2026,,0.0,0,0,,,34,0,,"Upgradation of Ambikapur-Ramanujganj-Garwa road of NH-343, Package-III, Badki mahri village to Ramanujganj section from existing km 80.600 to km 110.330 Design Ch. 85.370 to Ch. 114.800 of total length 29.430 km to two lane with paved shoulders udner corridor scheme under EPC Mode in the of Chhattisgarh",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,199,,,53.0,24/03/2022,,,31/10/2026,31/10/2026,,0,0,0,,,39,0,,34.0,199.0,199.0,52.96,0.0,0.0,1.0,0.2661306532663317,51.21550591327201,4.040735873850197,0.6638614496472097,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,21.957028630373802,5.0,16.333658536585364,30.61163540795604
618018,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package  IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package  IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration in the,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,351,,,11.63,25/03/2022,,,17/07/2025,31/12/2026,,0.0,0,0,,,11,0,,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package  IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package  IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration in the,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,351,,,11.63,25/03/2022,,,17/07/2025,31/12/2026,,0,0,0,,,11,0,,11.0,351.0,351.0,11.63,0.0,0.0,1.0,0.03313390313390314,51.18265440210249,6.044678055190539,0.21491655969191273,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,6.847430093343644,0.0,14.723695652173914,0.0
618098,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur Municipal corporation near Phulewadi to kale, design length 16.440 Km section on Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC mode",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,168,,,0.0,31/03/2021,,,13/05/2024,30/08/2026,,0.0,0,0,,,94,0,,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur Municipal corporation near Phulewadi to kale, design length 16.440 Km section on Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC mode",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,168,,,0.0,31/03/2021,,,13/05/2024,30/08/2026,,0,0,0,,,94,0,,94.0,168.0,168.0,0.0,0.0,0.0,1.0,0.0,62.97634691195795,2.0039421813403417,1.492623891497131,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,18.352298146673267,0.0,2.9940983606557374,0.0
618158,"Upgradation of Goras to Shyampur Road section of NH-552 Ext., from Design Chainge 48.400 to 111.800 Km Total length 63.40 km to two lane with paved shoulder configuration along with One time improvement of 8.91 km in the state of Madhya Pradesh on EPC mode",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,417,,,0.0,27/03/2023,,,30/12/2026,30/12/2026,,0.0,0,0,,,15,0,,"Upgradation of Goras to Shyampur Road section of NH-552 Ext., from Design Chainge 48.400 to 111.800 Km Total length 63.40 km to two lane with paved shoulder configuration along with One time improvement of 8.91 km in the state of Madhya Pradesh on EPC mode",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,417,,,0.0,27/03/2023,,,30/12/2026,30/12/2026,,0,0,0,,,17,0,,15.0,417.0,417.0,0.0,0.0,0.0,1.0,0.0,39.12614980289093,6.011826544021025,0.383375314861461,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,9.086114876649717,2.0,14.138797814207651,14.145474221225939
618015,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,225,228.93,,77.46,31/03/2022,,,06/01/2026,31/12/2026,,0.0,0,0,,,60,0,,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-I, from design chainage km 237.860 to km 273.200 of length 35.340 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,225,228.93,,83.75,31/03/2022,,,06/01/2026,31/12/2026,,0,0,0,,,60,0,,60.0,225.0,228.93,77.46,0.0,0.0,1.0174666666666667,0.33835670292229064,50.98554533508541,6.044678055190539,1.1768041237113402,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,6.35051798304341,0.0,6.6173913043478265,0.0
618017,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,286,,,87.54,31/03/2022,,,06/01/2026,31/12/2026,,0.0,0,0,,,60,0,,"Upgradation of Keonchi - Ratanpur Road of NH 45 Package-II, from design chainage km 278.75 to km 321.348 of length 42.598 km to two lane with paved shoulders under Corridor scheme on EPC mode in the state of Chhattisgarh.",Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,286,,,92.75,31/03/2022,,,06/01/2026,31/12/2026,,0,0,0,,,60,0,,60.0,286.0,286.0,87.54,0.0,0.0,1.0,0.3060839160839161,50.98554533508541,6.044678055190539,1.1768041237113402,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,6.973066595589385,0.0,6.6173913043478265,0.0
618107,Upgradation of Mehsana-Visnagar-vadnagar-Kheralu-Idar section from km 0/00 to 81/300 of NH 168G Mehsana to Idar in the State of GujaratTotal Length 81.300 Km on Hybrid Annuity Mode HAM,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,1155,,,378.6,26/02/2024,,,17/06/2028,19/06/2028,,0.0,0,0,,,16,0,,Upgradation of Mehsana-Visnagar-vadnagar-Kheralu-Idar section from km 0/00 to 81/300 of NH 168G Mehsana to Idar in the State of GujaratTotal Length 81.300 Km on Hybrid Annuity Mode HAM,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,1155,,,421.58,26/02/2024,,,17/06/2028,19/06/2028,,0,0,0,,,23,0,,16.0,1155.0,1155.0,378.6,0.0,0.0,1.0,0.3277922077922078,28.088042049934295,23.653088042049934,0.5696374269005848,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,4.81215995105466,7.0,3.5513333333333335,100.0
618085,Upgradation of Nasrullagani-Rehti-Budhni Scction  to 2-lane with paved shoulder from Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,305,293.74,,0.0,06/12/2021,,,25/10/2024,30/08/2026,,0.0,0,0,,,89,0,,Upgradation of Nasrullagani-Rehti-Budhni Scction  to 2-lane with paved shoulder from Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,305,293.74,,0.0,06/12/2021,,,25/10/2024,31/10/2026,,0,0,0,,,92,0,,89.0,305.0,293.74,0.0,0.0,0.0,0.9630819672131148,0.0,54.7634691195795,2.0039421813403417,1.6251709658068387,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,43.72246826976565,3.0,5.489180327868852,54.65296858200932
619007,Upgradation of Sarvardewla to Pal MP/MH Border Road section of NH-347 C from Design Chainge km 81.600 to 137.400 Total length 55.80 km to two lane with paved shoulder configuration along with One time improvement of 1 .95 km in the State of Madhya Pradesh on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,461,,,0.0,27/03/2023,,,02/01/2028,,,0.0,0,0,,,0,0,,Upgradation of Sarvardewla to Pal MP/MH Border Road section of NH-347 C from Design Chainge km 81.600 to 137.400 Total length 55.80 km to two lane with paved shoulder configuration along with One time improvement of 1 .95 km in the State of Madhya Pradesh on EPC mode.,Roads & Highways,,Ministry of Road Transport & Highways,MoRTH,0,,461,,,2.77,27/03/2023,,,02/01/2028,,,0,0,0,,,0,0,,0.0,461.0,461.0,0.0,0.0,0.0,1.0,0.0,39.12614980289093,18.101182654402102,0.0,3.0,0.569284064665127,0.569284064665127,0.18013856812933027,5.697052867617823,0.0,5.524500907441016,0.0
